ID	NOGNA-2M-EF_samtools_idxstats_miRNA_counts.txt	NOGNA-2M-GH_samtools_idxstats_miRNA_counts.txt	NOGNA-2M-IJ_samtools_idxstats_miRNA_counts.txt	NOGNA-2M-KL_samtools_idxstats_miRNA_counts.txt	NOGNA-2M-MN_samtools_idxstats_miRNA_counts.txt	NOGNA-2M-OP_samtools_idxstats_miRNA_counts.txt	NOGNA-6M-CD_samtools_idxstats_miRNA_counts.txt	NOGNA-6M-HL_samtools_idxstats_miRNA_counts.txt	NOGNA-6M-MN_samtools_idxstats_miRNA_counts.txt	NOGNA-6M-OP_samtools_idxstats_miRNA_counts.txt	NOGNA-6M-QR_samtools_idxstats_miRNA_counts.txt	NOGNA-6M-ST_samtools_idxstats_miRNA_counts.txt	NOGNA-12M-AB_samtools_idxstats_miRNA_counts.txt	NOGNA-12M-CD_samtools_idxstats_miRNA_counts.txt	NOGNA-12M-EF_samtools_idxstats_miRNA_counts.txt	NOGNA-12M-GH_samtools_idxstats_miRNA_counts.txt	NOGNA-12M-IJ_samtools_idxstats_miRNA_counts.txt	NOGNA-12M-KL_samtools_idxstats_miRNA_counts.txt
mmu-miR-8118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-8119	0	0	0	0	7	23	16	0	0	0	0	10	0	5	1	12	3	5
mmu-miR-8120	3	0	0	0	3	0	1	0	0	0	9	0	0	1	0	0	0	2
mmu-miR-871-3p	0	0	0	0	0	8	1	13	0	0	0	0	4	0	0	0	0	0
mmu-miR-871-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mmu-miR-872-3p	333	322	365	362	666	376	787	422	349	431	369	533	506	634	751	712	546	299
mmu-miR-872-5p	1035	976	914	829	1560	1248	1573	739	1182	803	826	1564	1468	1711	1897	1509	1309	724
mmu-miR-873a-3p	411	570	497	387	518	624	387	327	396	368	305	556	463	310	443	354	362	232
mmu-miR-873a-5p	270	166	198	89	324	110	344	218	197	142	150	181	272	284	341	370	265	136
mmu-miR-873b	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
mmu-miR-874-3p	410	306	238	256	929	318	1632	366	445	660	301	880	1291	1771	1996	1782	1406	770
mmu-miR-874-5p	2	0	0	49	19	27	96	19	35	55	1	45	22	55	114	43	25	19
mmu-miR-875-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-875-5p	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
mmu-miR-876-3p	0	0	0	0	0	0	0	0	17	0	0	0	0	4	0	0	0	0
mmu-miR-876-5p	0	0	0	0	2	3	1	0	0	0	2	0	3	0	0	0	0	0
mmu-miR-877-3p	75	46	42	25	182	164	259	108	76	102	88	183	211	224	304	177	137	106
mmu-miR-877-5p	13	0	0	0	25	32	47	24	11	0	23	52	32	47	28	60	74	45
mmu-miR-878-3p	0	0	22	0	0	10	0	0	0	0	0	0	0	0	1	0	2	3
mmu-miR-878-5p	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	1	0
mmu-miR-879-3p	0	0	0	0	6	0	1	43	0	0	0	14	8	17	25	7	7	3
mmu-miR-879-5p	0	11	0	0	4	14	14	15	0	18	0	1	11	19	8	8	4	1
mmu-miR-880-3p	0	0	29	0	10	0	3	0	13	0	0	2	0	5	1	0	0	0
mmu-miR-880-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-881-3p	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
mmu-miR-881-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-883a-3p	0	0	0	0	0	12	0	0	0	0	1	0	6	5	0	0	1	0
mmu-miR-883a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
mmu-miR-883b-3p	0	0	0	0	7	0	0	0	0	0	27	0	15	10	1	12	2	1
mmu-miR-883b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-9-3p	90366	83159	77255	81930	71984	49145	99816	58649	58998	55939	41199	88222	67078	94295	102762	68392	75971	33957
mmu-miR-9-5p	78248	59551	50708	65134	134451	92269	195134	78645	73158	82113	81459	108856	116349	183108	212498	126463	132833	76013
mmu-miR-92a-1-5p	0	0	0	0	0	16	8	16	0	0	34	0	0	2	19	1	5	4
mmu-miR-92a-2-5p	0	17	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-92a-3p	142	160	222	119	193	146	98	127	142	133	116	146	178	143	174	192	136	68
mmu-miR-92b-3p	7526	8140	8944	6044	8780	10354	10115	6845	6126	8177	8431	8989	8102	8616	10605	8748	9482	6113
mmu-miR-92b-5p	128	146	63	117	206	228	338	104	118	27	40	124	217	317	350	289	293	186
mmu-miR-93-3p	106	49	35	34	61	38	183	20	18	88	79	32	66	100	129	114	80	38
mmu-miR-93-5p	1341	1339	1184	1106	2543	2041	3431	1362	1314	1601	1300	2208	2263	3770	3833	3396	2975	1851
mmu-miR-935	172	145	102	132	577	404	994	354	530	550	412	415	731	1134	1130	947	932	591
mmu-miR-96-3p	0	0	0	0	0	0	1	0	0	0	0	0	0	12	0	0	4	0
mmu-miR-96-5p	1532	194	1460	1657	1170	123	126	473	918	2943	304	2479	186	1747	88	168	138	162
mmu-miR-9718	0	22	0	0	5	0	0	0	0	0	0	0	4	0	0	0	0	0
mmu-miR-9768-3p	0	0	0	0	0	0	7	0	0	0	0	0	0	4	6	4	7	3
mmu-miR-9768-5p	0	19	0	38	0	6	5	0	27	0	0	2	4	10	3	0	5	1
mmu-miR-9769-3p	0	0	0	0	0	0	1	0	13	0	0	0	2	0	0	7	0	2
mmu-miR-9769-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-98-3p	76	89	92	101	69	28	82	0	10	98	47	67	46	91	100	101	56	26
mmu-miR-98-5p	4336	4348	3110	2076	6551	4460	6917	3384	3012	2970	3154	3940	4934	7414	8747	6553	6110	3486
mmu-miR-99a-3p	62	16	29	69	38	47	52	19	13	102	0	89	45	33	47	68	27	29
mmu-miR-99a-5p	542973	601435	828832	671311	428559	426871	359766	478776	443554	462033	458533	606705	321102	283273	339847	311296	261532	110617
mmu-miR-99b-3p	134	54	144	33	123	110	161	50	95	36	84	64	162	196	178	223	154	117
mmu-miR-99b-5p	41736	51552	44137	29639	43918	46220	31399	23938	24682	26315	27021	37673	26617	28498	32659	35577	27841	15429
mmu-miR-9b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-9b-5p	0	0	14	0	8	0	2	12	0	0	0	0	2	2	4	3	1	1
